X,SITE_ID,fire_year,Incid_Name,Ig_Date,rank.x,X.x.x,OBJECTID.x,survey_year.x,site_survey_id,QC_visit.x,pf_survey,YPF,fire_site_id,rank.y,ignition_date,ppc_burned_perc,ppc_himod_perc,ppc_burned_sqkm,ppc_himod_sqkm,ppc_area_sqkm,rip_burned_perc,rip_himod_perc,rip_burned_sqkm,rip_himod_sqkm,rip_area_sqkm,reach_burned_perc,reach_himod_perc,reach_burned_sqkm,reach_himod_sqkm,reach_area_sqkm,ppc_burn_ratio,rip_burn_ratio,reach_burn_ratio,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,Rowid.y,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,X.y.x,channel_freq,creek_code.x,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,X.x.x.x,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X.y.y,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,X.x.y,creek_code.y,site,survey_date,survey_type,channel_width,reach_length_bankfull,upstream_length,main_or_trib,X.y.y.y,OBJECTID.y.y,survey_year,QC_visit.y,survey_date2,survey_date3,bankfull_all_mean,relative_bankfull
196,CAINV0002,1987,COLD,1987-08-30,2,228,228,2005,2005CAINV1002,N,yes,18,1987_CAINV0002,2,8/30/1987,41.657,17.787,21.686,9.26,52.0992,35.968,14.192,2.578,1.017,7.17358017,42.892,1.601,0.025,0.001,0.057775405,0.426987061,0.394572954,0.037326308,2,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,105,6,7,42,28,76,5.71,6.67,40,26.67,72.38,8,68.5,430.68,630,714,1489,775,1238.844905,114.782696,1262,630,CAINV,2,52.05868898,630,0,48.17148209,48.17148209,12.7525807,7.356489401,11.48537159,9.215687392,4.79756603677035,8232688,CAINV,Region18,55.5759,40.6776115366553,17.4509752068792,1217.2513,655.0137,0.2906,0,47.2279,0,0,0,0,0,0,0,0,0,0,5.48,0,94.52,0,0,0,0,0,631,0.0092,0.016,17.9104243008,4.81807663372,1289.51165427,11.36690284,124.7621,0.0411,0.1333,4.8242,1.5695,9.5441,1.1839,61.114,5.3273,0.148,0.051,5.1902,4.81890107042801,177.549896357954,89.218345128014107,1.69062088063351,1.8892,1103.58691952268,11.2272513936413,11.2071510467612,883.262586778563,Region18,8.28,1.8323,0.060057464,0.06920128, Igneous and Metamorphic,NA,NA,NA,NA,630,CAINV,2,52.05868898,149,8232688,CAINV,2.228,0,35448.88955,4056300,0,0,0,0,Confined,NA,120.937396838862,55.3513834505056,4.26473131222393,399,CAINV0002,2005,280,46.43,0,0,66.26,CAINV0002,15,11528700,12243.959555364,12.243959555364,228,CAINV,2,2005-07-15 00:00:00,Regular,13.53999996,280,280,MAINSTEM,228,228,2005,N,2005-07-15,2005-07-15,NA,NA
197,CAINV0002,1987,COLD,1987-08-30,2,3582,3582,2021,2021CAINV1002,N,yes,34,1987_CAINV0002,2,8/30/1987,41.657,17.787,21.686,9.26,52.0992,35.968,14.192,2.578,1.017,7.17358017,42.892,1.601,0.025,0.001,0.057775405,0.426987061,0.394572954,0.037326308,2,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,9,5,146,102,256,3,1.67,48.67,34,85.33,14,60,232.48,630,714,1489,775,1238.844905,114.782696,1262,630,CAINV,2,52.05868898,630,0,48.17148209,48.17148209,12.7525807,7.356489401,11.48537159,9.215687392,4.79756603677035,8232688,CAINV,Region18,55.5759,40.6776115366553,17.4509752068792,1217.2513,655.0137,0.2906,0,47.2279,0,0,0,0,0,0,0,0,0,0,5.48,0,94.52,0,0,0,0,0,631,0.0092,0.016,17.9104243008,4.81807663372,1289.51165427,11.36690284,124.7621,0.0411,0.1333,4.8242,1.5695,9.5441,1.1839,61.114,5.3273,0.148,0.051,5.1902,4.81890107042801,177.549896357954,89.218345128014107,1.69062088063351,1.8892,1103.58691952268,11.2272513936413,11.2071510467612,883.262586778563,Region18,8.28,1.8323,0.060057464,0.06920128, Igneous and Metamorphic,3507,1,CAINV,280,630,CAINV,2,52.05868898,149,8232688,CAINV,2.228,0,35448.88955,4056300,0,0,0,0,Confined,6.295,127.06573627233,62.4245825671519,4.7410274640715,3009,CAINV0002,2021,280,71.43,50,70,142.96,CAINV0002,15,11528700,12243.959555364,12.243959555364,3582,CAINV,2,2021-07-10 00:00:00,Regular,0,0,0,NA,3582,3582,2021,N,2021-07-10,2021-07-10,NA,NA
198,CAINV0002,2007,WALLOW,2007-08-29,3,3582,3582,2021,2021CAINV1002,N,yes,14,2007_CAINV0002,3,8/29/2007,1.734,1.212,0.903,0.631,52.0992,1.648,0.627,0.118,0.045,7.17358017,0,0,0,0,NA,0.698961938,0.380461165,NA,2,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,9,5,146,102,256,3,1.67,48.67,34,85.33,14,60,232.48,630,714,1489,775,1238.844905,114.782696,1262,630,CAINV,2,52.05868898,630,0,48.17148209,48.17148209,12.7525807,7.356489401,11.48537159,9.215687392,4.79756603677035,8232688,CAINV,Region18,55.5759,40.6776115366553,17.4509752068792,1217.2513,655.0137,0.2906,0,47.2279,0,0,0,0,0,0,0,0,0,0,5.48,0,94.52,0,0,0,0,0,631,0.0092,0.016,17.9104243008,4.81807663372,1289.51165427,11.36690284,124.7621,0.0411,0.1333,4.8242,1.5695,9.5441,1.1839,61.114,5.3273,0.148,0.051,5.1902,4.81890107042801,177.549896357954,89.218345128014107,1.69062088063351,1.8892,1103.58691952268,11.2272513936413,11.2071510467612,883.262586778563,Region18,8.28,1.8323,0.060057464,0.06920128, Igneous and Metamorphic,3507,1,CAINV,280,630,CAINV,2,52.05868898,149,8232688,CAINV,2.228,0,35448.88955,4056300,0,0,0,0,Confined,6.295,127.06573627233,62.4245825671519,4.7410274640715,3009,CAINV0002,2021,280,71.43,50,70,142.96,CAINV0002,15,11528700,12243.959555364,12.243959555364,3582,CAINV,2,2021-07-10 00:00:00,Regular,0,0,0,NA,3582,3582,2021,N,2021-07-10,2021-07-10,NA,NA
199,CAINV0002,2008,LIME COMPLEX (LIME),2008-06-20,4,3582,3582,2021,2021CAINV1002,N,yes,13,2008_CAINV0002,4,6/20/2008,10.304,5.896,5.365,3.07,52.0992,12.499,7.27,0.897,0.522,7.17358017,71.308,17.303,0.041,0.01,0.057775405,0.572204969,0.581646532,0.242651596,2,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,9,5,146,102,256,3,1.67,48.67,34,85.33,14,60,232.48,630,714,1489,775,1238.844905,114.782696,1262,630,CAINV,2,52.05868898,630,0,48.17148209,48.17148209,12.7525807,7.356489401,11.48537159,9.215687392,4.79756603677035,8232688,CAINV,Region18,55.5759,40.6776115366553,17.4509752068792,1217.2513,655.0137,0.2906,0,47.2279,0,0,0,0,0,0,0,0,0,0,5.48,0,94.52,0,0,0,0,0,631,0.0092,0.016,17.9104243008,4.81807663372,1289.51165427,11.36690284,124.7621,0.0411,0.1333,4.8242,1.5695,9.5441,1.1839,61.114,5.3273,0.148,0.051,5.1902,4.81890107042801,177.549896357954,89.218345128014107,1.69062088063351,1.8892,1103.58691952268,11.2272513936413,11.2071510467612,883.262586778563,Region18,8.28,1.8323,0.060057464,0.06920128, Igneous and Metamorphic,3507,1,CAINV,280,630,CAINV,2,52.05868898,149,8232688,CAINV,2.228,0,35448.88955,4056300,0,0,0,0,Confined,6.295,127.06573627233,62.4245825671519,4.7410274640715,3009,CAINV0002,2021,280,71.43,50,70,142.96,CAINV0002,15,11528700,12243.959555364,12.243959555364,3582,CAINV,2,2021-07-10 00:00:00,Regular,0,0,0,NA,3582,3582,2021,N,2021-07-10,2021-07-10,NA,NA
200,CAINV0004,1987,FRIENDLY,1987-08-30,1,229,229,2005,2005CAINV1004,N,yes,18,1987_CAINV0004,1,8/30/1987,23.612,11.73,0.335,0.166,1.4229,0,0,0,0,0.098159201,0,0,0,0,0.05585367,0.496781298,NA,NA,4,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,105,47,3,44,7,98,44.76,2.86,41.9,6.67,93.33,1,4,34.36,620,1272,1481,209,1356.745687,43.31001835,1357,620,CAINV,4,1.421783027,620,0.954841256,24.68621635,23.7313751,12.84271923,4.571111992,13.1036458,0.225334828,0.00320377233842364,8232862,CAINV,Region18,2.4102,44.9564002987304,15.2846191187453,1328.585,660.8786,0.2725,0,48.7965,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,631,0.0249,0.0255,17.2829785059,4.9520940357,1388.56907621,11.1202329848,126.0445,0.0444,0.1178,2.5755,1.6975,10.0928,1.2565,62.6653,5.4678,0.1552,0.0448,4.8247,5.72170649738611,178.637808065721,85.3579798356983,1.49643764002987,3.4207,1106.34841009709,11.0803241601568,11.0899785471247,894.997219641524,Region18,0.3735,3.0811,0.0541402,0.02812936,Melange,510,1,CAINV,160,620,CAINV,4,1.421783027,158,8232862,CAINV,1.658,112500,10404.24544,2410200,0.62872162,0.379204837,10.8128937,0,Mod Confined,2.451,140.734803339813,63.5514163878385,5.29681580033023,400,CAINV0004,2005,160,25,0,0,205.52,CAINV0004,29,11480410,19589.4971159419,19.5894971159419,229,CAINV,4,2005-07-14 00:00:00,Regular,2.27600002,160,160,TRIBUTARY,229,229,2005,N,2005-07-14,2005-07-14,2.2883333333333336,1.0710852148579753
201,CAINV0004,1987,FRIENDLY,1987-08-30,1,230,230,2013,2013CAINV1004,N,yes,26,1987_CAINV0004,1,8/30/1987,23.612,11.73,0.335,0.166,1.4229,0,0,0,0,0.098159201,0,0,0,0,0.05585367,0.496781298,NA,NA,4,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,103,15,178,4,285,34.33,5,59.33,1.33,95,1,8,16.56,620,1272,1481,209,1356.745687,43.31001835,1357,620,CAINV,4,1.421783027,620,0.954841256,24.68621635,23.7313751,12.84271923,4.571111992,13.1036458,0.225334828,0.00320377233842364,8232862,CAINV,Region18,2.4102,44.9564002987304,15.2846191187453,1328.585,660.8786,0.2725,0,48.7965,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,631,0.0249,0.0255,17.2829785059,4.9520940357,1388.56907621,11.1202329848,126.0445,0.0444,0.1178,2.5755,1.6975,10.0928,1.2565,62.6653,5.4678,0.1552,0.0448,4.8247,5.72170649738611,178.637808065721,85.3579798356983,1.49643764002987,3.4207,1106.34841009709,11.0803241601568,11.0899785471247,894.997219641524,Region18,0.3735,3.0811,0.0541402,0.02812936,Melange,2069,1,CAINV,160,620,CAINV,4,1.421783027,158,8232862,CAINV,1.658,112500,10404.24544,2410200,0.62872162,0.379204837,10.8128937,0,Mod Confined,2.935,151.324500647868,69.3721136559379,5.81338412688037,1699,CAINV0004,2013,160,25,0,0,129.28,CAINV0004,29,11480410,19589.4971159419,19.5894971159419,230,CAINV,4,2013-07-04 12:58:50,Regular,1.53,160,160,Mainstream,230,230,2013,N,2013-07-04,2013-07-04,2.2883333333333336,1.2825928623452294
202,CAINV0004,1987,FRIENDLY,1987-08-30,1,3583,3583,2021,2021CAINV1004,N,yes,34,1987_CAINV0004,1,8/30/1987,23.612,11.73,0.335,0.166,1.4229,0,0,0,0,0.098159201,0,0,0,0,0.05585367,0.496781298,NA,NA,4,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,45,10,229,16,290,15,3.33,76.33,5.33,96.67,3.24,19,39,620,1272,1481,209,1356.745687,43.31001835,1357,620,CAINV,4,1.421783027,620,0.954841256,24.68621635,23.7313751,12.84271923,4.571111992,13.1036458,0.225334828,0.00320377233842364,8232862,CAINV,Region18,2.4102,44.9564002987304,15.2846191187453,1328.585,660.8786,0.2725,0,48.7965,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,631,0.0249,0.0255,17.2829785059,4.9520940357,1388.56907621,11.1202329848,126.0445,0.0444,0.1178,2.5755,1.6975,10.0928,1.2565,62.6653,5.4678,0.1552,0.0448,4.8247,5.72170649738611,178.637808065721,85.3579798356983,1.49643764002987,3.4207,1106.34841009709,11.0803241601568,11.0899785471247,894.997219641524,Region18,0.3735,3.0811,0.0541402,0.02812936,Melange,3508,1,CAINV,160,620,CAINV,4,1.421783027,158,8232862,CAINV,1.658,112500,10404.24544,2410200,0.62872162,0.379204837,10.8128937,0,Mod Confined,1.479,160.212466009324,72.7028085404306,6.16274950929617,3010,CAINV0004,2021,160,12.5,0,0,30.23,CAINV0004,29,11480410,19589.4971159419,19.5894971159419,3583,CAINV,4,2021-07-12 00:00:00,Regular,0,0,0,NA,3583,3583,2021,N,2021-07-12,2021-07-12,2.2883333333333336,0.6463219227967953
203,CAINV0005,1987,COLD,1987-08-30,1,231,231,2005,2005CAINV1005,N,yes,18,1987_CAINV0005,1,8/30/1987,53.962,18.301,1.922,0.652,3.5649,56.81,4.507,0.26,0.021,0.457825005,77.632,15.911,0.048,0.01,0.061350994,0.339146066,0.079334624,0.204954143,5,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,105,9,9,49,30,88,8.57,8.57,46.67,28.57,83.81,17,57,195.2,628,971,1388,417,1213.823186,96.00423813,1239,628,CAINV,5,3.562139923,628,0.477453768,36.37422943,35.89677566,15.01198332,6.03705596,14.51357651,10.1079537,0.360059454146056,8232692,CAINV,Region18,4.1661,32.1797882912076,25.9774465327284,1174.9739,617.6312,0.3029,0,47.7213,0,0,0,0,0,0,0,0,0,0,45.04,0,54.96,0,0,0,0,0,631,0.0144,0.0678,18.1706308603,4.80570621514,1265.39365263,11.4913835727,117.8393,0.023,0.2165,16.9635,0.8788,6.5821,0.7917,52.7396,4.5689,0.1094,0.0845,7.1632,3.50043421905379,178.047647440052,102.043784834738,1.63607906675308,1.7153,1068.4664585634,11.3775000476345,11.3642632772305,868.679816189242,Region18,0.7245,1.1379,0.071963045,0.09182572, Igneous and Metamorphic,511,1,CAINV,160,628,CAINV,5,3.562139923,150,8232692,CAINV,3.253,0,21760.82177,4166100,0,0,0,0,Confined,4.904,128.363477828192,56.302897452616,4.46403833530055,401,CAINV0005,2005,160,225,125,55.56,1375.42,CAINV0005,22,11528700,13060.8885271848,13.0608885271848,231,CAINV,5,2005-07-17 00:00:00,Regular,7.63999987,160,160,TRIBUTARY,231,231,2005,N,2005-07-17,2005-07-17,3.934,1.246568378240976
204,CAINV0005,1987,COLD,1987-08-30,1,232,232,2013,2013CAINV1005,N,yes,26,1987_CAINV0005,1,8/30/1987,53.962,18.301,1.922,0.652,3.5649,56.81,4.507,0.26,0.021,0.457825005,77.632,15.911,0.048,0.01,0.061350994,0.339146066,0.079334624,0.204954143,5,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,297,9,40,172,65,246,3.03,13.47,57.91,21.89,82.83,12,34,112,628,971,1388,417,1213.823186,96.00423813,1239,628,CAINV,5,3.562139923,628,0.477453768,36.37422943,35.89677566,15.01198332,6.03705596,14.51357651,10.1079537,0.360059454146056,8232692,CAINV,Region18,4.1661,32.1797882912076,25.9774465327284,1174.9739,617.6312,0.3029,0,47.7213,0,0,0,0,0,0,0,0,0,0,45.04,0,54.96,0,0,0,0,0,631,0.0144,0.0678,18.1706308603,4.80570621514,1265.39365263,11.4913835727,117.8393,0.023,0.2165,16.9635,0.8788,6.5821,0.7917,52.7396,4.5689,0.1094,0.0845,7.1632,3.50043421905379,178.047647440052,102.043784834738,1.63607906675308,1.7153,1068.4664585634,11.3775000476345,11.3642632772305,868.679816189242,Region18,0.7245,1.1379,0.071963045,0.09182572, Igneous and Metamorphic,2070,1,CAINV,160,628,CAINV,5,3.562139923,150,8232692,CAINV,3.253,0,21760.82177,4166100,0,0,0,0,Confined,3.403,126.573633863775,56.7916900105342,4.47928381031139,1700,CAINV0005,2013,160,137.5,81.25,59.09,506.67,CAINV0005,22,11528700,13060.8885271848,13.0608885271848,232,CAINV,5,2013-07-05 08:32:00,Regular,4.04,160,160,Mainstream,232,232,2013,N,2013-07-05,2013-07-05,3.934,0.8650228774783935
205,CAINV0005,1987,COLD,1987-08-30,1,3584,3584,2021,2021CAINV1005,N,yes,34,1987_CAINV0005,1,8/30/1987,53.962,18.301,1.922,0.652,3.5649,56.81,4.507,0.26,0.021,0.457825005,77.632,15.911,0.048,0.01,0.061350994,0.339146066,0.079334624,0.204954143,5,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,9,39,183,55,247,3,13,61,18.33,82.33,13,35,91.2,628,971,1388,417,1213.823186,96.00423813,1239,628,CAINV,5,3.562139923,628,0.477453768,36.37422943,35.89677566,15.01198332,6.03705596,14.51357651,10.1079537,0.360059454146056,8232692,CAINV,Region18,4.1661,32.1797882912076,25.9774465327284,1174.9739,617.6312,0.3029,0,47.7213,0,0,0,0,0,0,0,0,0,0,45.04,0,54.96,0,0,0,0,0,631,0.0144,0.0678,18.1706308603,4.80570621514,1265.39365263,11.4913835727,117.8393,0.023,0.2165,16.9635,0.8788,6.5821,0.7917,52.7396,4.5689,0.1094,0.0845,7.1632,3.50043421905379,178.047647440052,102.043784834738,1.63607906675308,1.7153,1068.4664585634,11.3775000476345,11.3642632772305,868.679816189242,Region18,0.7245,1.1379,0.071963045,0.09182572, Igneous and Metamorphic,3509,1,CAINV,160,628,CAINV,5,3.562139923,150,8232692,CAINV,3.253,0,21760.82177,4166100,0,0,0,0,Confined,3.495,127.987566469127,59.5034598092894,4.57223656274171,3011,CAINV0005,2021,160,125,18.75,15,951.54,CAINV0005,22,11528700,13060.8885271848,13.0608885271848,3584,CAINV,5,2021-07-10 00:00:00,Regular,0,0,0,NA,3584,3584,2021,N,2021-07-10,2021-07-10,3.934,0.8884087442806304
206,CAINV0005,2008,LIME COMPLEX (LIME),2008-06-20,2,232,232,2013,2013CAINV1005,N,yes,5,2008_CAINV0005,2,6/20/2008,26.854,14.522,0.956,0.517,3.5649,23.646,9.477,0.108,0.043,0.457825005,62.322,36.298,0.039,0.023,0.061350994,0.540776048,0.400786602,0.582426751,5,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,297,9,40,172,65,246,3.03,13.47,57.91,21.89,82.83,12,34,112,628,971,1388,417,1213.823186,96.00423813,1239,628,CAINV,5,3.562139923,628,0.477453768,36.37422943,35.89677566,15.01198332,6.03705596,14.51357651,10.1079537,0.360059454146056,8232692,CAINV,Region18,4.1661,32.1797882912076,25.9774465327284,1174.9739,617.6312,0.3029,0,47.7213,0,0,0,0,0,0,0,0,0,0,45.04,0,54.96,0,0,0,0,0,631,0.0144,0.0678,18.1706308603,4.80570621514,1265.39365263,11.4913835727,117.8393,0.023,0.2165,16.9635,0.8788,6.5821,0.7917,52.7396,4.5689,0.1094,0.0845,7.1632,3.50043421905379,178.047647440052,102.043784834738,1.63607906675308,1.7153,1068.4664585634,11.3775000476345,11.3642632772305,868.679816189242,Region18,0.7245,1.1379,0.071963045,0.09182572, Igneous and Metamorphic,2070,1,CAINV,160,628,CAINV,5,3.562139923,150,8232692,CAINV,3.253,0,21760.82177,4166100,0,0,0,0,Confined,3.403,126.573633863775,56.7916900105342,4.47928381031139,1700,CAINV0005,2013,160,137.5,81.25,59.09,506.67,CAINV0005,22,11528700,13060.8885271848,13.0608885271848,232,CAINV,5,2013-07-05 08:32:00,Regular,4.04,160,160,Mainstream,232,232,2013,N,2013-07-05,2013-07-05,3.934,0.8650228774783935
207,CAINV0005,2008,LIME COMPLEX (LIME),2008-06-20,2,3584,3584,2021,2021CAINV1005,N,yes,13,2008_CAINV0005,2,6/20/2008,26.854,14.522,0.956,0.517,3.5649,23.646,9.477,0.108,0.043,0.457825005,62.322,36.298,0.039,0.023,0.061350994,0.540776048,0.400786602,0.582426751,5,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,9,39,183,55,247,3,13,61,18.33,82.33,13,35,91.2,628,971,1388,417,1213.823186,96.00423813,1239,628,CAINV,5,3.562139923,628,0.477453768,36.37422943,35.89677566,15.01198332,6.03705596,14.51357651,10.1079537,0.360059454146056,8232692,CAINV,Region18,4.1661,32.1797882912076,25.9774465327284,1174.9739,617.6312,0.3029,0,47.7213,0,0,0,0,0,0,0,0,0,0,45.04,0,54.96,0,0,0,0,0,631,0.0144,0.0678,18.1706308603,4.80570621514,1265.39365263,11.4913835727,117.8393,0.023,0.2165,16.9635,0.8788,6.5821,0.7917,52.7396,4.5689,0.1094,0.0845,7.1632,3.50043421905379,178.047647440052,102.043784834738,1.63607906675308,1.7153,1068.4664585634,11.3775000476345,11.3642632772305,868.679816189242,Region18,0.7245,1.1379,0.071963045,0.09182572, Igneous and Metamorphic,3509,1,CAINV,160,628,CAINV,5,3.562139923,150,8232692,CAINV,3.253,0,21760.82177,4166100,0,0,0,0,Confined,3.495,127.987566469127,59.5034598092894,4.57223656274171,3011,CAINV0005,2021,160,125,18.75,15,951.54,CAINV0005,22,11528700,13060.8885271848,13.0608885271848,3584,CAINV,5,2021-07-10 00:00:00,Regular,0,0,0,NA,3584,3584,2021,N,2021-07-10,2021-07-10,3.934,0.8884087442806304
208,CAINV0006,1987,FRIENDLY,1987-08-30,1,233,233,2013,2013CAINV1006,N,yes,26,1987_CAINV0006,1,8/30/1987,23.493,11.925,7.394,3.753,31.5009,22.437,10.193,0.992,0.451,4.423719883,0,0,0,0,NA,0.507598008,0.454294246,NA,6,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,29,26,179,63,271,9.67,8.67,59.67,21,90.33,8,21,79,1353,1155,1489,334,1280.881603,55.74311104,1275,1353,CAINV,1006,31.47631108,1353,0,33.2736969,33.2736969,9.834998326,4.878462623,9.508656502,0.634322296,0.199661259138758,8232804,CAINV,Region18,42.4251,41.503153864104,16.7000396699124,1257.5737,663.7881,0.2894,0,47.7305,0,0,0,0,0,0,0,0,0,0,1.01,0,98.99,0,0,0,0,0,631,0.0099,0.0108,17.6767813694,4.84137793559,1303.49970531,11.2614765298,125.3631,0.0427,0.126,3.7705,1.6295,9.8012,1.2179,61.8409,5.3931,0.1514,0.0481,5.019,4.96608922548209,177.572506205053,88.0558686013704,1.68401302530813,2.042,1114.48582329674,11.0913507619602,11.0528300740417,882.12274649808,Region18,6.0975,2.0542,0.01466611,0.02086452,Melange,2071,2,CAINV,320,1353,CAINV,1006,31.47631108,156,8232804,CAINV,5.881,11700,79346.60315,11166300,0.119919154,0.020390946,0.147454327,0,Confined,14.908,126.494255730757,61.1728912655875,4.78949095439239,1701,CAINV0006,2013,320,134.38,46.88,34.88,297.1,CAINV0006,7,11528700,17538.6873178155,17.5386873178155,233,CAINV,6,2013-07-08 14:45:54,Regular,14.7,320,320,Mainstream,233,233,2013,N,2013-07-08,2013-07-08,11.2585,1.324155082826309
209,CAINV0006,1987,FRIENDLY,1987-08-30,1,3585,3585,2021,2021CAINV1006,N,yes,34,1987_CAINV0006,1,8/30/1987,23.493,11.925,7.394,3.753,31.5009,22.437,10.193,0.992,0.451,4.423719883,0,0,0,0,NA,0.507598008,0.454294246,NA,6,CAINV,Klamath,Klamath/Siskiyou,Butter Creek,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,South Fork Trinity,300,37,21,168,62,267,12.33,7,56,20.67,89,6,30,91,1353,1155,1489,334,1280.881603,55.74311104,1275,1353,CAINV,1006,31.47631108,1353,0,33.2736969,33.2736969,9.834998326,4.878462623,9.508656502,0.634322296,0.199661259138758,8232804,CAINV,Region18,42.4251,41.503153864104,16.7000396699124,1257.5737,663.7881,0.2894,0,47.7305,0,0,0,0,0,0,0,0,0,0,1.01,0,98.99,0,0,0,0,0,631,0.0099,0.0108,17.6767813694,4.84137793559,1303.49970531,11.2614765298,125.3631,0.0427,0.126,3.7705,1.6295,9.8012,1.2179,61.8409,5.3931,0.1514,0.0481,5.019,4.96608922548209,177.572506205053,88.0558686013704,1.68401302530813,2.042,1114.48582329674,11.0913507619602,11.0528300740417,882.12274649808,Region18,6.0975,2.0542,0.01466611,0.02086452,Melange,3510,1,CAINV,320,1353,CAINV,1006,31.47631108,156,8232804,CAINV,5.881,11700,79346.60315,11166300,0.119919154,0.020390946,0.147454327,0,Confined,7.609,132.000267655866,64.1403502001446,5.01498399091954,3012,CAINV0006,2021,320,46.88,21.88,46.67,70.21,CAINV0006,7,11528700,17538.6873178155,17.5386873178155,3585,CAINV,6,2021-07-11 00:00:00,Regular,0,0,0,NA,3585,3585,2021,N,2021-07-11,2021-07-11,11.2585,0.675844917173691
