,site_survey_id,creek_code.x,site.x,survey_date.x,survey_type.x,channel_width.x,reach_length_bankfull.x,upstream_length.x,SITE_ID,survey_year.x,QC_visit.x,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,channel_freq,creek_code.y,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,creek_code,site.y,survey_date.y,survey_type.y,channel_width.y,reach_length_bankfull.y,upstream_length.y,main_or_trib.y,survey_year,QC_visit.y,survey_date2,survey_date3
312,2010CASMV1006,CASMV,6,7/23/2010 0:00,Regular,4.4,160,160,CASMV0006,2010,N,6,CASMV,Klamath,Klamath/Siskiyou,Garden Gulch-South Fork Salmon River,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Salmon,105,57,0,34,11,102,54.29,0,32.38,10.48,97.14,0.031,1,55.8,671,1121,1450,329,1297.077329,75.62081196,1299,671,CASMV,6,0.5206845,9.787315369,34.18354034,24.39622498,24.20144126,4.701650576,24.44864655,53.33173124,0.277690058,8258331,CASMV,Region18,1.404,42.31001923,15.2,1157.2504,572.066,0.29,0,60,0,0,0,0,0,0,0,0,0,0,85.64,0,14.36,0,0,0,0,0,865,0.0641,0.3185,17.7082902,4.527411854,1107.386225,11.12003691,100.1166,0.0337,0.18,3.6472,1.9516,13.444,1.5043,55.734,5.149,0.1408,0.0531,7.7447,4.99,177.04,86.02,1.77,4.225,937.7257352,10.4894385,10.67143017,955.9993199,Region18,0.4581,3.8525,0.280274575,0.22979452,Metamorphic,1,CASMV,160,671,CASMV,6,0.5206845,8258331,CASMV,2.08,0,9551.02714,1404000,0,0,0,0,Confined,3.519,125.4961426,69.93156548,4.957919963,1136,CASMV0006,2010,160,81.25,37.5,46.15,357.48,CASMV0006,27,11523200,34565.32101,34.56532101,CASMV,6,7/23/2010 0:00,Regular,4.4,160,160,TRIBUTARY,2010,N,7/23/2010,7/23/2010
313,2002CASMV1007,CASMV,7,6/21/2002 0:00,Regular,2.5,150,150,CASMV0007,2002,N,7,CASMV,Klamath,Klamath/Siskiyou,Garden Gulch-South Fork Salmon River,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Salmon,121,117,0,2,2,121,96.69,0,1.65,1.65,100,0.031,0.031,1,667,923,2330,1407,1659.785468,336.9877268,1664,667,CASMV,7,29.90736256,0.477453768,44.35405731,43.87660354,23.66853145,7.449504555,24.51107693,55.99883396,16.7477743,8258371,CASMV,Region18,29.0052,67.73177703,9.591476977,1673.7377,612.8813,0.2185,0,62.4107,0,0,0,0,0,0,0,0,0,0,86.32,0,13.68,0,0,0,0,0,847.9006,0.0021,0.0004,14.07167258,2.941843919,1583.331612,8.508995705,189.3206,0.0115,0.1517,3.293,1.9905,15.082,3.164,60.3444,5.7514,0.1925,0.0461,5.5112,13.82953953,182.6158458,65.17878739,0.824187042,0.0175,1231.026881,8.605347732,8.622148872,1437.969052,Region18,3.4236,0.1233,0.00602694,NA,Igneous Intrusive,1,CASMV,150,667,CASMV,7,29.90736256,8258371,CASMV,1.998,0,9141.18338,317700,0,0,0,0,Confined,3.122,165.284233,62.98395166,5.54916267,14,CASMV0007,2002,150,6.67,0,0,12.61,CASMV0007,11,11523200,28997.09,28.99709,CASMV,7,6/21/2002 0:00,Regular,2.5,150,150,TRIBUTARY,2002,N,6/21/2002,6/21/2002
314,2010CASMV1009,CASMV,9,7/24/2010 0:00,Regular,7,160,160,CASMV0009,2010,N,9,CASMV,Klamath,Klamath/Siskiyou,Garden Gulch-South Fork Salmon River,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Salmon,103,62,9,15,15,92,60.19,8.74,14.56,14.56,89.32,1,1,65.12,1405,1121,2052,931,1559.152735,226.2468716,1538,1405,CASMV,9,2.960433795,2.8723104,39.82035828,36.94804788,23.28404465,7.152600788,23.68177223,49.13204172,1.454521567,8258413,CASMV,Region18,4.1112,43.59306261,15.23955998,1436.979,618.6475,0.2804,0,61.8503,0,0,0,0,0,0,0,0,0,0,98.91,0,1.09,0,0,0,0,0,824.7277,0.0146,0.0867,15.7905538,3.732678677,1336.65889,9.763975357,176.9626,0.0136,0.1588,3.4002,2.001,15.0848,2.9779,59.3701,5.6593,0.1854,0.0474,5.9569,5.332077496,177.7869856,85.71050131,1.642011821,0.8249,1103.511425,9.608616441,9.672700293,1231.302073,Region18,0.9054,0.8631,0.136031155,0.13946031,Igneous Intrusive,1,CASMV,160,1405,CASMV,9,2.960433795,8258413,CASMV,4.094,0,25416.84619,4111200,0,0,0,0,Confined,6.693,168.0974007,59.70260474,5.32566405,1137,CASMV0009,2010,160,50,12.5,25,219.07,CASMV0009,27,11523200,30704.21443,30.70421443,CASMV,9,7/24/2010 0:00,Regular,7,160,160,TRIBUTARY,2010,N,7/24/2010,7/24/2010
315,2002CASMV1010,CASMV,10,6/24/2002 0:00,Regular,5.19999981,150,150,CASMV0010,2002,N,10,CASMV,Klamath,Klamath/Siskiyou,Garden Gulch-South Fork Salmon River,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Salmon,120,7,17,44,27,78,5.83,14.17,36.67,22.5,65,11,70,368.52,669,1044,1953,909,1488.761987,198.3720702,1477,669,CASMV,10,5.233823131,0.954841256,40.74632645,39.79148519,25.45245218,6.411251671,25.92398262,63.44120494,3.320400459,8258361,CASMV,Region18,6.7383,43.98893549,15.25399492,1398.8057,575.8015,0.2787,0,60,0,0,0,0,0,0,0,0,0,0,97.03,0,2.97,0,0,0,0,0,864.6195,0.0089,0.0306,16.06336633,4.150434232,1300.551716,10.10886876,98.9324,0.0332,0.1828,3.6961,1.9632,13.5971,1.5156,55.4174,5.1345,0.1401,0.0535,7.878,5.456897289,178.0595512,85.59756912,1.598395886,1.1266,1015.624772,9.966499042,10.05606702,1073.115249,Region18,1.3527,0.7349,0.123217166,0.12066474,Metamorphic,1,CASMV,150,669,CASMV,10,5.233823131,8258361,CASMV,1.879,0,12605.84392,1680300,0,0,0,0,Confined,5.471,150.3186199,64.94471697,5.421570648,15,CASMV0010,2002,150,53.33,33.33,62.5,201.6,CASMV0010,38,11523200,33839.3189,33.8393189,CASMV,10,6/24/2002 0:00,Regular,5.19999981,150,150,TRIBUTARY,2002,N,6/24/2002,6/24/2002
316,2012CASQW1001,CASQW,1,6/22/2012 9:29,Regular,4,160,160,CASQW0001,2012,N,1,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,105,4,6,33,30,67,3.81,5.71,31.43,28.57,63.81,20,84,392.8,558,408,1253,845,627.44,162.2401802,576,558,CASQW,1,2.629820113,0.337614715,40.34890366,40.01128894,22.31198922,7.57435597,22.47682381,45.38831862,1.193631132,7950872,CASQW,Region18,5.013,32.89513824,24.00843447,605.4722,575.4982,0.325,0,67.8713,0,0,0,70.43,0,0,0,0,0,0,29.57,0,0,0,0,0,0,0,250,0.006,0.0093,21.76728743,8.321425841,1696.523632,15.04709172,70.046,0.058,0.0561,3.4535,1.9701,10.5414,1.4382,50.531,10.7145,0.1722,0.0611,4.5142,3.715123878,180.9502549,90.20067864,1.417170557,0.8585,1156.51831,15.46732003,15.52095677,1444.177538,Region18,0.4905,1.403,0.07438832,0.03808824,Sedimentary Clastic,1,CASQW,160,558,CASQW,1,2.629820113,7950872,CASQW,2.113,0,16461.399,5013000,0,0,0,0,Confined,4.176,101.9093759,70.02502179,4.851332017,1510,CASQW0001,2012,160,12.5,0,0,15.03,CASQW0001,4,11365000,12878.61274,12.87861274,CASQW,1,6/22/2012 9:29,Regular,4,160,160,Tributary,2012,N,6/22/2012,6/22/2012
317,2012CASQW1003,CASQW,3,6/24/2012 16:38,Regular,5.73,160,160,CASQW0003,2012,N,3,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,105,14,2,35,48,97,13.33,1.9,33.33,45.71,92.38,9,70,141.68,560,429,1259,830,738.6112844,198.9382108,675,560,CASQW,3,3.171258324,0.675206006,41.52654266,40.85133666,21.24778992,7.332771753,21.39302635,40.8360489,1.2950166,7950828,CASQW,Region18,3.1743,33.0379983,21.22,739.7438,586.9453,0.3,0,69.7797,0,0,0,86.11,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,250,0,0,20.99918467,8.018759795,1770.482576,14.51075705,57.0787,0.0671,0.0299,3.3313,2.0058,9.4482,1.1066,48.2769,12.1556,0.1523,0.0686,3.7109,4.76,180.56,118.79,1.95,0.1418,1187.532941,15.03569682,15.10998073,1510.362984,Region18,0.5742,0.3852,0.0446054,0.07686747,Sedimentary Clastic,2,CASQW,160,560,CASQW,3,3.171258324,7950828,CASQW,2.665,0,20027.98463,3174300,0,0,0,0,Confined,4.4,116.2647892,77.9792635,5.551674298,1511,CASQW0003,2012,160,162.5,87.5,53.85,412.12,CASQW0003,4,11365000,11776.237,11.776237,CASQW,3,6/24/2012 16:38,Regular,5.73,160,160,Tributary,2012,N,6/24/2012,6/24/2012
318,2012CASQW1008,CASQW,8,6/24/2012 10:14,Regular,8.47,200,200,CASQW0008,2012,N,8,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,105,2,21,20,41,63,1.9,20,19.05,39.05,60,43,127,314.12,559,353,1321,968,695.6624016,187.6783914,651,559,CASQW,8,22.02972916,0.337614715,47.72713089,47.38951617,22.61935327,7.353792566,23.02549171,48.81489474,10.7537891,7950844,CASQW,Region18,22.1535,33.01136177,21.77953159,695.1302,572.2195,0.3031,0,69.3937,0,0,0,87.95,0,0,0,0,0,0,12.05,0,0,0,0,0,0,0,253.6165,0.0054,0.022,21.20198766,8.068993879,1762.408525,14.63808807,58.824,0.0659,0.0334,3.3477,2.001,9.5953,1.1512,48.5803,11.9617,0.1549,0.0676,3.819,4.550333536,180.6383092,113.0532224,1.844207597,0.8984,1174.840942,15.25280437,15.31444065,1488.832132,Region18,3.834,1.2802,0.021280895,0.02632042,Sedimentary Clastic,1,CASQW,160,559,CASQW,8,22.02972916,7950844,CASQW,1.72,0,22494.98995,1125000,0,0,0,0,Confined,8.569,104.9071174,73.93420158,5.100434101,1512,CASQW0008,2012,160,12.5,0,0,8.67,CASQW0008,4,11365000,11031.97416,11.03197416,CASQW,8,6/24/2012 10:14,Regular,8.47,200,200,Tributary,2012,N,6/24/2012,6/24/2012
319,2012CASQW1017,CASQW,17,6/23/2012 9:12,Regular,6.11,160,160,CASQW0017,2012,N,17,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,104,0,51,20,25,45,0,49.04,19.23,24.04,43.27,39.64,102,235.64,564,475,890,415,651.2759085,80.09787871,644,564,CASQW,17,2.695495778,0.337614715,40.89995575,40.56234103,22.33725342,6.997411581,22.80188179,46.35645839,1.249536379,7950818,CASQW,Region18,2.9862,33.04,21.22,642.4062,555.4286,0.3,0,69.9919,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0.01,0.0261,21.60739829,8.112117637,1761.003355,14.86225593,53.4737,0.0697,0.0226,3.2973,2.0157,9.1442,1.0144,47.6503,12.5563,0.1467,0.0707,3.4875,4.76,180.56,118.79,1.95,0.8075,1182.394897,15.36544418,15.41823769,1513.084106,Region18,0.5175,1.6567,0.09607016,0.07891304,Sedimentary Clastic,1,CASQW,160,564,CASQW,17,2.695495778,7950818,CASQW,2.364,0,16089.65752,2986200,0,0,0,0,Confined,4.856,102.0268323,76.76192258,5.299170167,1513,CASQW0017,2012,160,50,0,0,48.94,CASQW0017,12,11368000,10562.17717,10.56217717,CASQW,17,6/23/2012 9:12,Regular,6.11,160,160,Tributary,2012,N,6/23/2012,6/23/2012
320,2012CASQW1023,CASQW,23,6/21/2012 12:48,Regular,7.1,160,160,CASQW0023,2012,N,23,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,105,6,5,43,42,91,5.71,4.76,40.95,40,86.67,15,65,163.24,561,432,1321,889,692.4896798,159.7941273,651,561,CASQW,23,9.860954564,0.337614715,42.21086121,41.87324649,22.4742301,7.177665256,23.09965801,48.66664396,4.798995649,7950826,CASQW,Region18,10.5543,33.03418777,21.35259401,680.9364,564.4137,0.3,0,69.977,0,0,0,97.52,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,256.6562,0.0028,0.0074,21.30057675,8.036656557,1773.053389,14.67132258,54.9246,0.0686,0.0255,3.311,2.0117,9.2666,1.0515,47.9025,12.395,0.1489,0.0699,3.5774,4.710314658,180.5785572,117.4305372,1.925432762,1.0689,1186.347424,15.18510798,15.24946074,1514.438792,Region18,1.4769,1.6881,0.018971505,0.00001,Sedimentary Clastic,1,CASQW,160,561,CASQW,23,9.860954564,7950826,CASQW,1.803,0,15694.30231,1449000,0,0,0,0,Confined,7.287,103.5041226,73.0662394,5.059887992,1514,CASQW0023,2012,160,18.75,0,0,49.89,CASQW0023,12,11368000,11627.10388,11.62710388,CASQW,23,6/21/2012 12:48,Regular,7.1,160,160,Tributary,2012,N,6/21/2012,6/21/2012
321,2012CASQW1042,CASQW,42,6/25/2012 14:27,Regular,3.98,160,160,CASQW0042,2012,N,42,CASQW,Cascades,High Cascades,Lower Squaw Creek,Shasta,CA,Sacramento,California Region,Upper Sacramento,Lower Pit,105,12,28,36,27,74,11.43,26.67,34.29,25.71,70.48,7.16,40,166.96,562,463,890,427,642.2734756,83.97877507,635,562,CASQW,42,2.975208246,0.337614715,40.89995575,40.56234103,22.41791049,7.022850833,22.94599533,47.13281656,1.402299445,7950818,CASQW,Region18,2.9862,33.04,21.22,642.4062,555.4286,0.3,0,69.9919,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0.01,0.0261,21.60739829,8.112117637,1761.003355,14.86225593,53.4737,0.0697,0.0226,3.2973,2.0157,9.1442,1.0144,47.6503,12.5563,0.1467,0.0707,3.4875,4.76,180.56,118.79,1.95,0.8075,1182.394897,15.36544418,15.41823769,1513.084106,Region18,0.5175,1.6567,0.01947198,0.01322368,Sedimentary Clastic,1,CASQW,160,562,CASQW,42,2.975208246,7950818,CASQW,2.364,0,16089.65752,2986200,0,0,0,0,Confined,4.697,100.2350538,75.64728737,5.187344889,1515,CASQW0042,2012,160,31.25,12.5,40,37.15,CASQW0042,12,11368000,10839.56615,10.83956615,CASQW,42,6/25/2012 14:27,Regular,3.98,160,160,Tributary,2012,N,6/25/2012,6/25/2012
322,2013CASTN1001,CASTN,1,6/22/2013 8:32,Regular,4.58,160,160,CASTN0001,2013,N,1,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,300,3,59,171,62,236,1,19.67,57,20.67,78.67,11.4,34,99.8,651,773,1073,300,923.9337201,56.8959064,928,651,CASTN,1,5.164587829,0,30.98811913,30.98811913,11.4379598,5.506567175,11.33381653,2.042170288,0.105469678,8245686,CASTN,Region18,6.9309,37.27166602,26.40154006,917.6791,651.5371,0.3596,0,63,0,0,0,77.69,0,0,0,0,0,0,0.17,0,22.14,0,0,0,0,0,458,0.0087,0.0182,18.46884753,4.33551779,1083.975286,11.40545672,70.8675,0.0465,0.2109,2.1712,1.7107,8.725,0.8827,63.9063,3.2319,0.1444,0.0659,3.5535,4.205930399,175.828543,101.5681782,0.548872874,1.7924,828.3092328,11.84515372,12.02625087,893.7097651,Region18,1.1331,2.4965,0.056902172,0.07268698,Sedimentary Clastic,1,CASTN,160,651,CASTN,1,5.164587829,8245686,CASTN,5.05,180000,28967.14762,6930900,1.067539751,0.21139401,6.213935951,0,Confined,3.444,97.82263906,71.16476488,4.399119847,1709,CASTN0001,2013,160,62.5,6.25,10,143.83,CASTN0001,25,11525530,8410.454763,8.410454763,CASTN,1,6/22/2013 8:32,Regular,4.58,160,160,Tributary,2013,N,6/22/2013,6/22/2013
323,2004CASTN1009,CASTN,9,7/16/2004 0:00,Regular,4.5999999,160,160,CASTN0009,2004,N,9,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,105,24,2,61,14,99,22.86,1.9,58.1,13.33,94.29,0.031,19,68.4,654,742,1051,309,915.8120139,67.94991534,915,654,CASTN,9,3.382206632,0.337614715,27.22787666,26.89026195,13.1199294,5.016101683,13.14311504,2.248812169,0.076059474,8245672,CASTN,Region18,3.5217,37.25454383,26.77500128,912.7196,645.0401,0.3665,0,63,0,0,0,83.7,0,0,0,0,0,0,0,0,16.3,0,0,0,0,0,458,0.0085,0.0186,18.51563768,4.340141921,1117.315899,11.43023928,74.2121,0.0481,0.2377,1.7417,1.6851,8.0752,0.7132,65.8773,2.3504,0.134,0.0703,3.1024,4.210388449,173.878206,103.8221544,0.47391771,2.8592,856.4270418,11.85757583,12.05581722,932.8416775,Region18,0.9171,2.8036,0.076057335,0.06679296,Sedimentary Clastic,1,CASTN,160,654,CASTN,9,3.382206632,8245672,CASTN,1.452,0,17.26222,1119600,0,0,0,1,None,5.145,117.8369385,76.55720366,5.154609476,284,CASTN0009,2004,160,193.75,118.75,61.29,1453.74,CASTN0009,25,11525530,9974.044928,9.974044928,CASTN,9,7/16/2004 0:00,Regular,4.5999999,160,160,TRIBUTARY,2004,N,7/16/2004,7/16/2004
324,2013CASTN1009,CASTN,9,6/22/2013 15:23,Regular,4.57,160,160,CASTN0009,2013,N,9,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,299,25,12,217,43,285,8.36,4.01,72.58,14.38,95.32,6,19,62.48,654,742,1051,309,915.8120139,67.94991534,915,654,CASTN,9,3.382206632,0.337614715,27.22787666,26.89026195,13.1199294,5.016101683,13.14311504,2.248812169,0.076059474,8245672,CASTN,Region18,3.5217,37.25454383,26.77500128,912.7196,645.0401,0.3665,0,63,0,0,0,83.7,0,0,0,0,0,0,0,0,16.3,0,0,0,0,0,458,0.0085,0.0186,18.51563768,4.340141921,1117.315899,11.43023928,74.2121,0.0481,0.2377,1.7417,1.6851,8.0752,0.7132,65.8773,2.3504,0.134,0.0703,3.1024,4.210388449,173.878206,103.8221544,0.47391771,2.8592,856.4270418,11.85757583,12.05581722,932.8416775,Region18,0.9171,2.8036,0.076057335,0.06679296,Sedimentary Clastic,2,CASTN,160,654,CASTN,9,3.382206632,8245672,CASTN,1.452,0,17.26222,1119600,0,0,0,1,None,3.283,115.1163864,73.30148629,4.876318446,1710,CASTN0009,2013,160,200,106.25,53.12,1182.05,CASTN0009,25,11525530,9974.044928,9.974044928,CASTN,9,6/22/2013 15:23,Regular,4.57,160,160,Tributary,2013,N,6/22/2013,6/22/2013
325,2004CASTN1011,CASTN,11,7/17/2004 0:00,Regular,4.5,160,160,CASTN0011,2004,N,11,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,105,29,0,52,15,96,27.62,0,49.52,14.29,91.43,1,24,88.16,656,772,1069,297,938.5033322,69.32653615,935,656,CASTN,11,2.582740742,0.337614715,33.46407318,33.12645847,15.96570662,6.555423551,15.61117697,14.28661897,0.368986329,8245660,CASTN,Region18,3.1392,37.08484518,27.03,924.4312,620.5272,0.3698,0,63,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0.0287,0.0713,18.58662034,4.609041653,1154.800977,11.59949963,76.6358,0.0492,0.2571,1.4304,1.6666,7.6043,0.5904,67.3055,1.7116,0.1264,0.0734,2.7754,4.18,172.59,104.64,0.44,2.3566,903.467203,11.84214487,12.01723286,1007.860534,Region18,0.6318,1.9083,0.06989949,0.06264075,Sedimentary Clastic,1,CASTN,160,656,CASTN,11,2.582740742,8245660,CASTN,2.73,0,12585.12702,3139200,0,0,0,1,None,3.779,131.8015226,74.25146522,5.483710986,285,CASTN0011,2004,160,68.75,12.5,18.18,314.92,CASTN0011,25,11525530,11961.83868,11.96183868,CASTN,11,7/17/2004 0:00,Regular,4.5,160,160,TRIBUTARY,2004,N,7/17/2004,7/17/2004
326,2013CASTN1011,CASTN,11,6/24/2013 8:22,Regular,4.73,160,160,CASTN0011,2013,N,11,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,300,9,0,211,68,288,3,0,70.33,22.67,96,12,34,112.16,656,772,1069,297,938.5033322,69.32653615,935,656,CASTN,11,2.582740742,0.337614715,33.46407318,33.12645847,15.96570662,6.555423551,15.61117697,14.28661897,0.368986329,8245660,CASTN,Region18,3.1392,37.08484518,27.03,924.4312,620.5272,0.3698,0,63,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0.0287,0.0713,18.58662034,4.609041653,1154.800977,11.59949963,76.6358,0.0492,0.2571,1.4304,1.6666,7.6043,0.5904,67.3055,1.7116,0.1264,0.0734,2.7754,4.18,172.59,104.64,0.44,2.3566,903.467203,11.84214487,12.01723286,1007.860534,Region18,0.6318,1.9083,0.06989949,0.06264075,Sedimentary Clastic,1,CASTN,160,656,CASTN,11,2.582740742,8245660,CASTN,2.73,0,12585.12702,3139200,0,0,0,1,None,2.542,138.0734677,74.63260094,5.58353163,1711,CASTN0011,2013,160,50,12.5,25,223.13,CASTN0011,25,11525530,11961.83868,11.96183868,CASTN,11,6/24/2013 8:22,Regular,4.73,160,160,Mainstream,2013,N,6/24/2013,6/24/2013
327,2004CASTN1012,CASTN,12,7/18/2004 0:00,Regular,5.9000001,160,160,CASTN0012,2004,N,12,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,105,35,21,17,20,72,33.33,20,16.19,19.05,68.57,1,13,230,659,852,2440,1588,1306.280995,409.3666028,1142,659,CASTN,12,11.31209546,0,44.9726181,44.9726181,19.4948434,8.804040664,20.40647125,36.82214727,4.16535645,8245582,CASTN,Region18,12.6873,55.10158402,16.90275803,1262.3254,646.4617,0.2394,0,63.0788,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,458,0.0213,0.1371,16.6666391,4.341276968,1534.343123,10.506657,174.5003,0.0123,0.1938,5.5942,1.7987,13.546,2.7595,59.4607,5.2118,0.1759,0.0551,5.6712,9.268853657,182.0476385,86.04087962,0.875489111,1.2128,1062.96839,10.81129093,10.89151582,1271.531452,Region18,2.2563,1.4936,0.05303669,0.04923863,Igneous Intrusive,1,CASTN,160,659,CASTN,12,11.31209546,8245582,CASTN,2.689,203400,17828.61675,3631500,1.072812712,0.398963448,11.40862485,0,Mod Confined,4.624,132.8247059,69.53721556,5.298074682,286,CASTN0012,2004,160,118.75,43.75,36.84,172.27,CASTN0012,25,11525530,17264.00224,17.26400224,CASTN,12,7/18/2004 0:00,Regular,5.9000001,160,160,TRIBUTARY,2004,N,7/18/2004,7/18/2004
328,2013CASTN1012,CASTN,12,6/25/2013 7:59,Regular,3.93,160,160,CASTN0012,2013,N,12,CASTN,Klamath,Klamath/Siskiyou,Lower Stuart Fork,Trinity,CA,Klamath-Northern California Coastal,California Region,Klamath,Trinity,300,50,89,115,44,209,16.67,29.67,38.33,14.67,69.67,1,13,92,659,852,2440,1588,1306.280995,409.3666028,1142,659,CASTN,12,11.31209546,0,44.9726181,44.9726181,19.4948434,8.804040664,20.40647125,36.82214727,4.16535645,8245582,CASTN,Region18,12.6873,55.10158402,16.90275803,1262.3254,646.4617,0.2394,0,63.0788,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,458,0.0213,0.1371,16.6666391,4.341276968,1534.343123,10.506657,174.5003,0.0123,0.1938,5.5942,1.7987,13.546,2.7595,59.4607,5.2118,0.1759,0.0551,5.6712,9.268853657,182.0476385,86.04087962,0.875489111,1.2128,1062.96839,10.81129093,10.89151582,1271.531452,Region18,2.2563,1.4936,0.05303669,0.04923863,Igneous Intrusive,1,CASTN,160,659,CASTN,12,11.31209546,8245582,CASTN,2.689,203400,17828.61675,3631500,1.072812712,0.398963448,11.40862485,0,Mod Confined,3.971,140.8458587,70.98461916,5.542511358,1712,CASTN0012,2013,160,56.25,25,44.44,70.13,CASTN0012,25,11525530,17264.00224,17.26400224,CASTN,12,6/25/2013 7:59,Regular,3.93,160,160,Tributary,2013,N,6/25/2013,6/25/2013
